year,date,stage,unit_id,job_number,issue,raw_file
2024,20240101,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240106,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240107,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240112,normalize,3.76.55,RA112113004,找不到對應案件詳情,data/raw/hualien/2024/tenders/20240112_3.76.55_RA112113004.json
2024,20240112,normalize,3.76.55,RA112113004,找不到對應案件詳情,data/raw/hualien/2024/tenders/20240112_3.76.55_RA112113004.json
2024,20240112,normalize,3.76.55,RA112113004,缺少可解析的決標金額,data/raw/hualien/2024/tenders/20240112_3.76.55_RA112113004.json
2024,20240112,normalize,3.76.55,RA112113004,缺少可解析的決標金額,data/raw/hualien/2024/tenders/20240112_3.76.55_RA112113004.json
2024,20240113,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240114,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240120,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240121,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240127,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240128,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240203,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240204,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240208,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240209,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240210,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240211,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240212,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240213,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240214,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240218,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240224,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240225,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240228,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240302,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240303,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240309,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240310,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240316,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240317,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240323,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240324,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240327,normalize,3.76.55,TE1130002336,缺少可解析的決標金額,data/raw/hualien/2024/tenders/20240327_3.76.55_TE1130002336.json
2024,20240327,normalize,3.76.55,TE1130003054,缺少可解析的決標金額,data/raw/hualien/2024/tenders/20240327_3.76.55_TE1130003054.json
2024,20240330,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240331,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240404,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240405,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240406,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2024,20240407,daily,,,非 JSON 回應：text/html; charset=UTF-8,
