case_key,year,announcement_date,award_date,unit_id,unit_name,job_number,title,procurement_category,tender_method,award_method,budget_amount,award_amount,winner_count,winning_vendors,performance_location,performance_region,performance_period,road_names,road_name_source,work_tags,is_road_related,is_open_contract,source_url,raw_file
3.87.1|11010221352|20220103|aaa-53612346,2022,20220103,2021-12-24,3.87.1,臺中市政府秘書處,11010221352,111年度臺中市政府公報承印,"<財物類>32紙漿,紙及紙產品;印刷品及相關的商品",公開取得電子報價單,最低標,280000,138240,1,社團法人高雄市寶慶身心障礙福利協會,臺中市(非原住民地區),臺中市－西屯區,111/01/01－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NTM2MTIzNDY=,data/raw/taichung/2022/tenders/20220103_3.87.1_11010221352.json
3.87.10|110B-040|20220103|BDM-1-53610697,2022,20220103,2021-12-30,3.87.10,臺中市政府建設局,110B-040,111年景觀總顧問委託專業服務案,<勞務類>8675與科技工程有關之顧問服務,經公開評選或公開徵求之限制性招標,準用最有利標,7000000,6950000,1,朝陽科技大學,臺中市(非原住民地區),臺中市－全區,111/01/09－112/02/28(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610697.xml,data/raw/taichung/2022/tenders/20220103_3.87.10_110B-040.json
3.87.10|110B-047|20220103|BDM-1-53610712,2022,20220103,2021-12-30,3.87.10,臺中市政府建設局,110B-047,臺中市水湳經貿園區品牌識別設計及活動整合規畫執行案,<勞務類>97其他服務,經公開評選或公開徵求之限制性招標,準用最有利標,6400000,6360000,1,橙希創意行銷有限公司,臺中市(非原住民地區),臺中市－西屯區,111/01/09－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610712.xml,data/raw/taichung/2022/tenders/20220103_3.87.10_110B-047.json
3.87.10.1|110A-131|20220103|BDM-1-53611507,2022,20220103,2021-12-30,3.87.10.1,臺中市新建工程處,110A-131,「第14期市地重劃區增設8公尺巷道及崇德十路貫通台74號橋下空間至昌平路等工程」第二次變更設計,<工程類>5139其他土木工程,限制性招標(未經公開評選或公開徵求),最低標,3392937,3300000,1,欣隆營造有限公司,臺中市(非原住民地區),臺中市－北屯區,111/01/09－111/01/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611507.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.1_110A-131.json
3.87.10.2|110A-113|20220103|BDM-1-53610974,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110A-113,111年度臺中市山線工程隊轄內市養道路及排水改善工程(豐原、石岡區及鄰近區域),"<工程類>5131快速道路(不含高架快速道路),街道,馬路,鐵路及機場跑道",公開招標,最低標,13150000,10570000,1,墩興營造有限公司,臺中市(非原住民地區),臺中市豐原、石岡區及鄰近區域,111/01/08－112/04/30(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610974.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110A-113.json
3.87.10.2|110A-142|20220103|BDM-1-53610954,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110A-142,111年度臺中市山線工程隊轄區內道路及排水改善暨緊急搶修工程(豐原區及鄰近區域),"<工程類>5131快速道路(不含高架快速道路),街道,馬路,鐵路及機場跑道",公開招標,最低標,8000000,6920000,1,久統營造有限公司,臺中市(非原住民地區),臺中市豐原區及鄰近區域,111/01/08－112/04/30(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610954.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110A-142.json
3.87.10.2|110A-147|20220103|BDM-1-53611520,2022,20220103,2021-12-24,3.87.10.2,臺中市養護工程處,110A-147,臺中市111年度園道綠地行道樹植栽改善工程(水湳經貿園區、草悟道及鄰近區域),<工程類>5139其他土木工程,公開招標,最低標,9723013,6600000,1,濬廣企業有限公司,臺中市(非原住民地區),臺中市－水湳經貿園區、草悟道及鄰近區域(含其他機關依需要指派地點，本案視需要得跨區支援),111/01/03－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611520.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110A-147.json
3.87.10.2|110A-216|20220103|BDM-1-53611607,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110A-216,111年度臺中市海線工程隊轄區人行陸橋、地下道清潔及設施維護工程,<工程類>5139其他土木工程,公開招標,最低標,5831680,4710000,1,銓安安全系統有限公司,臺中市(非原住民地區),"臺中市－沙鹿區,臺中市－梧棲區,臺中市－清水區,臺中市－大甲區,臺中市－外埔區,臺中市－大安區",111/01/08－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611607.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110A-216.json
3.87.10.2|110B-050|20220103|BDM-1-53610928,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110B-050,111年度臺中市道路挖掘完工查(抽)驗委託技術服務案,<勞務類>8673綜合工程服務,經公開評選或公開徵求之限制性招標,準用最有利標,14000000,12900000,1,明廷工程顧問有限公司,臺中市(非原住民地區),臺中市－全區,111/01/08－111/12/31(預估),,,申挖修補,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610928.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-050.json
3.87.10.2|110B-052|20220103|BDM-1-53609961,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110B-052,臺中市111年度亮點型公園綠美化維護工作-臺中公園、北屯兒童公園、秋紅谷及廣六,<勞務類>97其他服務,經公開評選或公開徵求之限制性招標,準用最有利標,18082973,17350000,1,全勝園藝事業有限公司,臺中市(非原住民地區),"臺中市－中區,臺中市－北區,臺中市－西屯區,臺中市－北屯區",111/01/08－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53609961.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-052.json
3.87.10.2|110B-062|20220103|BDM-1-53610905,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110B-062,臺中市111年度公園安全維護勞務契約-坪林森林公園,<勞務類>873調查及保安服務,經公開評選或公開徵求之限制性招標,準用最有利標,1555920,1460000,1,維新保全股份有限公司,臺中市(非原住民地區),臺中市－太平區,111/01/08－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610905.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-062.json
3.87.10.2|110B-064|20220103|BDM-1-53611295,2022,20220103,2021-12-28,3.87.10.2,臺中市養護工程處,110B-064,臺中市111年度行道樹、園道、綠地綠美化維護勞務採購-南區,<勞務類>97其他服務,經公開評選或公開徵求之限制性招標,準用最有利標,12356000,11400000,1,欣旺園藝事業有限公司,臺中市(非原住民地區),臺中市南區,111/01/07－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611295.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-064.json
3.87.10.2|110B-071|20220103|BDM-1-53611101,2022,20220103,2021-12-28,3.87.10.2,臺中市養護工程處,110B-071,111年度臺中市小型工程委外設計監造案(清水區、大安區及鄰近區域),<勞務類>8672工程服務,經公開評選或公開徵求之限制性招標,準用最有利標,6065000,5637400,1,富林工程技術顧問有限公司,臺中市(非原住民地區),"清水區,大安區及鄰近區域",111/01/07－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611101.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-071.json
3.87.10.2|110B-075|20220103|BDM-1-53611745,2022,20220103,2021-12-30,3.87.10.2,臺中市養護工程處,110B-075,111年度臺中市道路景觀綠美化維護勞務採購-北屯路以東,<勞務類>97其他服務,經公開評選或公開徵求之限制性招標,準用最有利標,10386221,9760000,1,寶徠興企業有限公司,臺中市(非原住民地區),"臺中市－北區,臺中市－北屯區",111/01/09－111/12/31(預估),北屯路,標案名稱,,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611745.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-075.json
3.87.10.2|110B-076|20220103|BDM-1-53611178,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110B-076,111年度臺中市北屯區道路及排水等小型工程委託設計監造技術服務案,<勞務類>8672工程服務,經公開評選或公開徵求之限制性招標,準用最有利標,7825000,7481750,1,吉成工程顧問股份有限公司,臺中市(非原住民地區),臺中市－北屯區,111/01/08－111/12/31(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611178.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-076.json
3.87.10.2|110B-078|20220103|BDM-1-53609842,2022,20220103,2021-12-27,3.87.10.2,臺中市養護工程處,110B-078,110年度臺中市中央公園綠美化維護管理工作勞務採購(開口契約),<勞務類>97其他服務,公開招標,最低標,4700000,3532000,1,元韻園藝綠化有限公司,臺中市(非原住民地區),臺中市－西屯區,111/01/06－111/12/31(預估),,,,0,1,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53609842.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-078.json
3.87.10.2|110B-087|20220103|BDM-1-53609939,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110B-087,臺中市111年度公園廣場維護工程委託設計監造技術服務(第1標),<勞務類>8672工程服務,經公開評選或公開徵求之限制性招標,準用最有利標,5535000,5202900,1,翊榕環境設計有限公司,臺中市(非原住民地區),臺中市－全區,111/01/08－112/06/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53609939.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-087.json
3.87.10.2|110B-102|20220103|BDM-1-53611140,2022,20220103,2021-12-29,3.87.10.2,臺中市養護工程處,110B-102,109年度臺中市潭子、大雅、神岡等區道路及排水等小型工程委託設計監造技術服務案(第二次契約變更),<勞務類>8672工程服務,限制性招標(未經公開評選或公開徵求),最低標,643002,535835,1,承泰工程技術顧問有限公司,臺中市(非原住民地區),"臺中市－潭子區,臺中市－大雅區,臺中市－神岡區及鄰近行政區域",111/01/08－111/12/31(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611140.xml,data/raw/taichung/2022/tenders/20220103_3.87.10.2_110B-102.json
3.87.12.2|1101116|20220103|BDM-1-53611394,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101116,111年度臺中市婦幼庇護安置及保護輔導服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,3760000,3760000,1,財團法人天主教善牧社會福利基金會,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611394.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101116.json
3.87.12.2|1101116D|20220103|BDM-1-53611457,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101116D,111年度臺中市家庭暴力及離婚案件未成年子女會面服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,2970000,2970000,1,財團法人「張老師」基金會台中分事務所,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611457.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101116D.json
3.87.12.2|1101116E|20220103|BDM-1-53611420,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101116E,111年度臺中市家庭暴力相對人關懷輔導服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,4392000,4392000,1,財團法人「張老師」基金會台中分事務所,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611420.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101116E.json
3.87.12.2|1101116F|20220103|BDM-1-53611347,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101116F,111年度臺中市目睹家庭暴力兒童及少年輔導服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,4510000,4510000,1,財團法人天主教善牧社會福利基金會,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611347.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101116F.json
3.87.12.2|1101202|20220103|BDM-1-53610778,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101202,111年度臺中市未成年非強制性行為關懷處遇方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,2057200,2057200,1,財團法人「張老師」基金會台中分事務所,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610778.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101202.json
3.87.12.2|1101202A|20220103|BDM-1-53610837,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101202A,111年度臺中市兒童及少年性剝削個案家庭處遇服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,4308000,4308000,1,財團法人勵馨社會福利事業基金會,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610837.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101202A.json
3.87.12.2|1101207|20220103|BDM-1-53610881,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101207,111年臺中市兒童及少年保護個案追蹤輔導及自立生活服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,2754944,2754944,2,財團法人迎曦教育基金會；財團法人台中市私立張秀菊社會福利慈善事業基金會,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610881.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101207.json
3.87.12.2|1101213|20220103|BDM-1-53610690,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101213,111年度臺中市兒童及少年性剝削犯罪行為人輔導教育服務計畫,<勞務類>911政府行政服務,公開取得報價單或企劃書,參考最有利標精神,730000,730000,1,財團法人「張老師」基金會台中分事務所,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610690.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101213.json
3.87.12.2|1101220|20220103|BDM-1-53610967,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101220,111年臺中市兒童及少年保護個案家庭服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,22380630,22380630,4,財團法人台灣世界展望會；財團法人台灣兒童暨家庭扶助基金會；財團法人伊甸社會福利基金會；社團法人台灣大心社會福利協會,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610967.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101220.json
3.87.12.2|1101220A|20220103|BDM-1-53611045,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101220A,111年度臺中市兒童及少年家庭寄養服務方案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,12100000,12100000,3,財團法人中華民國兒童福利聯盟文教基金會；財團法人台灣世界展望會；財團法人台灣兒童暨家庭扶助基金會,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611045.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101220A.json
3.87.12.2|1101230|20220103|BDM-1-53611117,2022,20220103,2021-12-30,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1101230,111年臺中市施用毒品之兒童及少年暨保護個案親職教育輔導服務方案(後續擴充),<勞務類>911政府行政服務,限制性招標(未經公開評選或公開徵求),最低標,3304000,3304000,1,財團法人迎曦教育基金會,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611117.xml,data/raw/taichung/2022/tenders/20220103_3.87.12.2_1101230.json
3.87.13|DAI1101130|20220103|BDM-1-53609936,2022,20220103,2021-12-21,3.87.13,臺中市政府警察局,DAI1101130,臺中市政府警察局111年度辦公大樓清潔維護採購案,<勞務類>874建築物清潔服務,經公開評選或公開徵求之限制性招標,準用最有利標,1600000,1586660,1,綠地環保事業股份有限公司,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53609936.xml,data/raw/taichung/2022/tenders/20220103_3.87.13_DAI1101130.json
3.87.13.21|1101228|20220103|BDM-1-53611257,2022,20220103,2021-12-28,3.87.13.21,臺中市政府警察局第二分局,1101228,111年度警用汽車保養維修(護)採購案,"<財物類>491機動車,拖車,半拖車;車輛機件",公開招標,最低標,1122000,828782,3,聖偅汽車有限公司；宏亮汽車有限公司；千立汽車有限公司,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611257.xml,data/raw/taichung/2022/tenders/20220103_3.87.13.21_1101228.json
3.87.13.22|1100002A|20220103|BDM-1-53611595,2022,20220103,2021-12-30,3.87.13.22,臺中市政府警察局第三分局,1100002A,第三分局合作派出所遷建暨東福公園整體規劃工程,<工程類>5129其他用途建築工程,公開招標,最低標,77802458,77550000,1,通勇營造有限公司,臺中市(非原住民地區),臺中市－東區,111/03/18－112/09/18(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611595.xml,data/raw/taichung/2022/tenders/20220103_3.87.13.22_1100002A.json
3.87.13.24|1101207|20220103|BDM-1-53611141,2022,20220103,2021-12-29,3.87.13.24,臺中市政府警察局第五分局,1101207,臺中市政府警察局第五分局111年度警用汽車保養維修採購案,"<財物類>491機動車,拖車,半拖車;車輛機件",公開招標,最低標,1190000,890000,2,聖偅汽車有限公司；宏亮汽車有限公司,臺中市(非原住民地區),臺中市－北屯區,111/01/01－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611141.xml,data/raw/taichung/2022/tenders/20220103_3.87.13.24_1101207.json
3.87.13.32|20211115|20220103|BDM-1-53611127,2022,20220103,2021-12-24,3.87.13.32,臺中市政府警察局和平分局,20211115,谷關警光山莊寢具用品洗滌採購案,<勞務類>97其他服務,公開取得報價單或企劃書,最低標,201000,180000,1,美崙興業有限公司,臺中市和平區(原住民地區),臺中市－和平區,111/12/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611127.xml,data/raw/taichung/2022/tenders/20220103_3.87.13.32_20211115.json
3.87.15|P1100503026-1|20220103|BDM-1-53609930,2022,20220103,2021-12-16,3.87.15,臺中市政府環境保護局,P1100503026-1,臺中市后里資源回收(焚化)廠委託操作管理服務計畫契約變更,<勞務類>94污水及垃圾處理、公共衛生及其他環保服務,限制性招標(未經公開評選或公開徵求),最低標,6000000,5999999,1,信鼎技術服務股份有限公司,臺中市(非原住民地區),臺中市－全區,110/12/16－110/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53609930.xml,data/raw/taichung/2022/tenders/20220103_3.87.15_P1100503026-1.json
3.87.15|P1101223088|20220103|BDM-1-53610435,2022,20220103,2021-12-29,3.87.15,臺中市政府環境保護局,P1101223088,110年度Office軟體及資訊機房不斷電系統採購案,<財物類>452計算機及其零件與配件,限制性招標(未經公開評選或公開徵求),最低標,507000,507000,1,大同股份有限公司台中分公司,臺中市(非原住民地區),臺中市－全區,110/12/29－111/02/28(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610435.xml,data/raw/taichung/2022/tenders/20220103_3.87.15_P1101223088.json
3.87.16|1091028020-1|20220103|BDM-1-53610100,2022,20220103,2021-12-28,3.87.16,臺中市政府地政局,1091028020-1,110年度臺中市地政機關聯合辦理電腦軟硬體設備暨整合作業系統 諮詢及資料庫維護案後續擴充,<勞務類>849其他電腦服務,限制性招標(未經公開評選或公開徵求),最低標,1450000,1450000,1,精誠科技整合股份有限公司,臺中市(非原住民地區),臺中市－全區,111/01/01－111/03/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610100.xml,data/raw/taichung/2022/tenders/20220103_3.87.16_1091028020-1.json
3.87.16.29|DJ111-01|20220103|BDM-1-53611439,2022,20220103,2021-12-30,3.87.16.29,臺中市大甲地政事務所,DJ111-01,111年度臺中市大甲地政事務所辦公室清潔維護委外案,<勞務類>874建築物清潔服務,公開取得報價單或企劃書,最低標,450000,414800,1,銘誼土木包工業(合夥),臺中市(非原住民地區),臺中市－大甲區,111/01/01－111/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611439.xml,data/raw/taichung/2022/tenders/20220103_3.87.16.29_DJ111-01.json
3.87.2|ca11109|20220103|aaa-53613256,2022,20220103,2021-12-30,3.87.2,臺中市政府民政局,ca11109,臺中市政府民政局111年度民政相關系統擴充及維護案,<勞務類>842軟體執行服務,公開取得報價單或企劃書,參考最有利標精神,701000,700000,1,米吉優資訊科技有限公司,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NTM2MTMyNTY=,data/raw/taichung/2022/tenders/20220103_3.87.2_ca11109.json
3.87.24|1101124-1|20220103|BDM-1-53611512,2022,20220103,2021-12-22,3.87.24,臺中市政府勞工局,1101124-1,111年度辦理雇主與第二類外國人提前終止聘僱關係驗證業務委外實施計畫,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,2485109,2485109,1,得士派人力資源顧問股份有限公司,臺中市(非原住民地區),臺中市－全區,111/01/01－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611512.xml,data/raw/taichung/2022/tenders/20220103_3.87.24_1101124-1.json
3.87.25|11011090242|20220103|BDM-1-53611744,2022,20220103,2021-12-30,3.87.25,臺中市政府水利局,11011090242,111年度本市各抽水站、滯洪池、水閘門及各周邊設施維護保養操作及管理委託專業服務案,<勞務類>8672工程服務,經公開評選或公開徵求之限制性招標,準用最有利標,25370000,24100000,1,松崗水務有限公司,臺中市(非原住民地區),臺中市－全區,110/12/30－111/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611744.xml,data/raw/taichung/2022/tenders/20220103_3.87.25_11011090242.json
3.87.25|11011250282|20220103|BDM-1-53611669,2022,20220103,2021-12-30,3.87.25,臺中市政府水利局,11011250282,110年臺中市水質自動監測設備租賃案,<財物類>449其他特殊用途之機具及其零件,公開招標,最低標,4200000,2730000,1,開創水資源科技股份有限公司,臺中市(非原住民地區),臺中市－西屯區,110/12/30－112/06/30(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611669.xml,data/raw/taichung/2022/tenders/20220103_3.87.25_11011250282.json
3.87.25|11012210331|20220103|BDM-1-53610300,2022,20220103,2021-12-29,3.87.25,臺中市政府水利局,11012210331,安良港排水2K+408~2K+575應急工程(第一次變更設計),<工程類>5133水道、海港、水壩及其他水利工程,限制性招標(未經公開評選或公開徵求),最低標,1920693,590000,1,祐霖營造有限公司,臺中市(非原住民地區),臺中市－梧棲區,110/12/29－111/01/31(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53610300.xml,data/raw/taichung/2022/tenders/20220103_3.87.25_11012210331.json
3.87.25|11012240336|20220103|BDM-1-53611473,2022,20220103,2021-12-30,3.87.25,臺中市政府水利局,11012240336,110年度臺中市南區綠川排水-濟世綠橋梁改建應急工程第一次變更,"<工程類>5132橋樑,高架快速道路,隧道及地鐵",限制性招標(未經公開評選或公開徵求),最低標,1564534,830000,1,麗耀營造股份有限公司,臺中市(非原住民地區),臺中市－南區,110/12/30－111/06/30(預估),,,排水清淤；橋梁,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611473.xml,data/raw/taichung/2022/tenders/20220103_3.87.25_11012240336.json
3.87.29.6|11009150042|20220103|BDM-1-53611693,2022,20220103,2021-12-30,3.87.29.6,臺中市公共運輸及捷運工程處,11009150042,111年度臺中市公車動態系統維運暨擴充計畫,<勞務類>843資料處理服務,經公開評選或公開徵求之限制性招標,準用最有利標,10300000,9800000,1,亞旭電腦股份有限公司,臺中市(非原住民地區),臺中市－全區,110/12/31－112/01/05(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20220103&fn=BDM-1-53611693.xml,data/raw/taichung/2022/tenders/20220103_3.87.29.6_11009150042.json
